MINFILNO,RANK,NAME
082ENW112,2,"GEMINI"
082ENW112,3,"KETTLE VALLEY"
082ENW113,1,"JEANE"
082ENW113,2,"HIGHWAY 33 BASALT"
082ENW114,1,"SSBG GILLARD CREEK"
082ENW114,2,"GILL"
082ENW115,1,"JUNIPER"
082ENW115,2,"MARG"
082ENW115,3,"GLEN LAKE"
082ENW115,4,"CAMP CREEK"
082ENW115,5,"PEACH 1"
082ENW115,6,"AMARILLO"
082ENW115,7,"JESSE JAMES"
082ENW116,1,"BEAR"
082ENW116,2,"LAMB"
082ENW116,3,"PERMA"
082ENW116,4,"HOST"
082ENW117,1,"MARBLE"
082ENW118,1,"ARLINGTON NORTH"
082ENW119,1,"ARLINGTON SOUTH"
082ENW120,1,"ROSE 2"
082ENW120,2,"MUNRO LAKE EAST"
082ENW120,3,"CACHE"
082ENW121,1,"CHRIS"
082ENW121,2,"CH"
082ENW122,1,"BRENDA 2"
082ENW122,2,"TONI"
082ENW123,1,"HEADWATER 2-4"
082ENW123,2,"AMARILLO"
082ENW123,3,"NORTH COPPER"
082ENW997,1,"DEMUTH"
082ENW998,1,"IRON"
082ENW998,2,"IRON HORSE"
082ENW998,3,"BILL"
082ENW999,1,"REDCAP"
082ENW999,2,"SUE"
082ENW999,3,"IDLEBACK"
082ESE001,1,"PROVIDENCE (L.618)"
082ESE002,1,"ELKHORN (L.818)"
082ESE003,1,"LAKE (L.765)"
082ESE003,2,"SKYLARK CAMP"
082ESE004,1,"GOLDFINCH (L.820)"
082ESE004,2,"GOLD FINCH"
082ESE005,1,"BAY"
082ESE005,2,"BAY FR. (L.3285)"
082ESE005,3,"BAY FRACTION"
082ESE005,4,"TIPTOP"
082ESE005,5,"TIP TOP"
082ESE006,1,"EPU"
082ESE006,2,"E PLURIBUS UNUM (L.3253)"
082ESE006,3,"E.P.U."
082ESE007,1,"BARBARA (L.817)"
082ESE007,2,"HELEN"
082ESE008,1,"DYNAMO (L.2087)"
082ESE008,2,"STARVEOUT (L.2944)"
082ESE008,3,"MAYFLOWER"
082ESE008,4,"MAMONT (L.879)"
082ESE008,5,"HAMILTON"
082ESE009,1,"ARGO"
082ESE009,2,"MAMONT (L.879)"
082ESE010,1,"HELEN (L.691)"
082ESE010,2,"CAPITAL PRIZE (L.914)"
082ESE010,3,"MAPLE LEAF (L.1484)"
082ESE010,4,"MAPLE LEAF FRACTION (L.2040)"
082ESE010,5,"SKYLARK CAMP"
082ESE010,6,"BARBARA"
082ESE011,1,"SKYLARK (L.763)"
082ESE011,2,"SKYLARK MINE"
082ESE011,3,"O.B."
082ESE011,4,"SKYLARK OB"
082ESE011,5,"H"
082ESE011,6,"SERP"
082ESE011,7,"DENVER (L.764)"
082ESE011,8,"BILLY FR. (L.999)"
082ESE011,9,"MEADOW LARK (L.1712)"
082ESE011,10,"SILVER CLOUD (L.1218)"
082ESE011,11,"BLUE JAY (L.1287)"
082ESE011,12,"SKYLARK CAMP"
082ESE011,13,"IRON CAP (L.1574)"
082ESE011,14,"SILVER KING (L.1097)"
082ESE012,1,"CRESCENT (L.1711)"
082ESE012,2,"CRESCENT FRACTION"
082ESE013,1,"BROOKLYN (L.796)"
082ESE013,2,"IDAHO (L.981)"
082ESE013,3,"BROOKLYN-IDAHO"
082ESE013,4,"PHOENIX MINE"
082ESE013,5,"BROOKLYN-STEMWINDER"
082ESE013,6,"BROOKLYN TALC"
082ESE013,7,"NORTH STAR"
082ESE013,8,"RED CLOUD"
082ESE013,9,"STANDARD (L.982)"
082ESE014,1,"STEMWINDER (L.588)"
082ESE014,2,"MONTEZUMA (L.915)"
082ESE014,3,"PHOENIX MINE"
082ESE014,4,"BROOKLYN-STEMWINDER"
082ESE015,1,"GILT EDGE (L.977)"
082ESE015,2,"PHOENIX MINE"
082ESE016,1,"RED ROCK (L.1472)"
082ESE016,2,"PHOENIX MINE"
082ESE017,1,"BALD EAGLE (L.1473)"
082ESE017,2,"PHOENIX MINE"
082ESE018,1,"GREY EAGLE (L.793)"
082ESE018,2,"PHOENIX MINE"
082ESE018,3,"GRAY EAGLE"
082ESE019,1,"WAR EAGLE (L.678)"
082ESE019,2,"PHOENIX MINE"
082ESE020,1,"PHOENIX (KNOB HILL)"
082ESE020,2,"PHOENIX MINE"
082ESE020,3,"KNOB HILL (L.590)"
082ESE020,4,"KNOB HILL-IRONSIDES"
082ESE020,5,"GRANBY PHOENIX"
082ESE020,6,"OLD IRONSIDES (L.589)"
082ESE020,7,"AETNA (L.978)"
082ESE020,8,"VICTORIA (L.933)"
082ESE020,9,"PHOENIX (L.894)"
082ESE020,10,"IDAHO (L.981)"
082ESE020,11,"BROOKLYN (L.796)"
082ESE020,12,"STEMWINDER (L.588)"
082ESE020,13,"GOLD DROP (L.899)"
082ESE020,14,"SNOWSHOE (L.891)"
082ESE020,15,"RAWHIDE (L.892)"
082ESE021,1,"OLD IRONSIDES (L.589)"
082ESE021,2,"PHOENIX MINE"
082ESE021,3,"IRONSIDES"
082ESE021,4,"KNOB HILL-IRONSIDES"
082ESE021,5,"GRANBY PHOENIX"
082ESE022,1,"AETNA (L.978)"
082ESE022,2,"PHOENIX MINE"
082ESE023,1,"VICTORIA (L.933)"
082ESE023,2,"PHOENIX MINE"
082ESE024,1,"CURLEW (L.893)"
082ESE024,2,"PHOENIX MINE"
082ESE025,1,"SNOWSHOE (L.891)"
082ESE025,2,"PHOENIX MINE"
082ESE026,1,"RAWHIDE (L.892)"
082ESE026,2,"PHOENIX MINE"
082ESE027,1,"MONARCH (L.701)"
082ESE027,2,"PHOENIX MINE"
082ESE028,1,"GOLD DROP (L.899)"
082ESE028,2,"GOLD DROP NO. 1"
082ESE028,3,"PHOENIX MINE"
082ESE029,1,"BANK OF ENGLAND (L.1235)"
082ESE029,2,"BANK OF ENGLAND FR. (L.462S)"
082ESE029,3,"PHOENIX MINE"
082ESE030,1,"YELLOW JACKET (L.1327)"
082ESE031,1,"MARSHALL (L.2388)"
082ESE031,2,"SAN JACINTO"
082ESE031,3,"BRANDON (L.2382)"
082ESE031,4,"LITTLE BURNE (L.2383)"
082ESE032,1,"GOLDEN CROWN (L.600)"
082ESE032,2,"GOLDEN CROWN MINE"
082ESE032,3,"CROWN"
082ESE032,4,"WELLINGTON CAMP"
082ESE032,5,"J & R (L.1059)"
082ESE032,6,"HARD CASH (L.1062)"
082ESE032,7,"MACARTHUR"
082ESE033,1,"WINNIPEG (L.599)"
082ESE033,2,"WELLINGTON GROUP"
082ESE033,3,"CROWN"
082ESE033,4,"GOLDEN CROWN"
082ESE033,5,"CULUMET (L.1314)"
082ESE033,6,"HECLA (L.859)"
082ESE033,7,"HILL TOP FR. (L.431S)"
082ESE033,8,"SABINA"
082ESE033,9,"WELLINGTON CAMP"
082ESE034,1,"MOTHER LODE (L.704)"
082ESE034,2,"MOTHER LODE MINE"
082ESE034,3,"CROWN SILVER (L.789)"
082ESE034,4,"TEN BROCK (L.1221)"
082ESE034,5,"PRIMROSE FRACTION (L.927)"
082ESE034,6,"ST. LAWRENCE (L.1255)"
082ESE034,7,"STANDARD (L.1463)"
082ESE034,8,"DEADWOOD CAMP"
082ESE034,9,"SUNSET"
082ESE034,10,"WOODGREEN"
082ESE034,11,"GREYHOUND"
082ESE034,12,"MOTHERLODE"
082ESE035,1,"SUNSET (L.788)"
082ESE035,2,"CROWN SILVER (L.789)"
082ESE035,3,"C.O.D. (L.928)"
082ESE035,4,"FLORENCE FRACTION (L.1470)"
082ESE035,5,"PRIMROSE FRACTION (L.927)"
082ESE035,6,"MARGUERITE (L.836)"
082ESE035,7,"GREAT HOPES (L.602)"
082ESE035,8,"DEADWOOD CAMP"
082ESE035,9,"MOTHER LODE"
082ESE036,1,"GRAND FORKS DOLOMITE"
082ESE036,2,"V.T.S. QUARRY"
082ESE036,3,"RAMSHEAD QUARRIES"
082ESE037,1,"BAILEY SILICA"
082ESE037,2,"GRAND FORKS"
082ESE038,1,"PUYALLUP (L.1152)"
082ESE038,2,"WHITE'S CAMP"
082ESE038,3,"GOOSMUS CREEK"
082ESE038,4,"CENTRAL CAMP"
082ESE039,1,"NORTHWIND"
082ESE039,2,"NORTH WIND"
082ESE039,3,"AFTERMATH"
082ESE039,4,"JOY 1"
082ESE040,1,"THREE JACKS"
082ESE040,2,"JOY 2"
082ESE040,3,"SEAL"
082ESE041,1,"LEXINGTON (L.645)"
082ESE041,2,"CITY OF DENVER (L.1161)"
082ESE041,3,"CENTRAL CAMP"
082ESE041,4,"WHITE'S CAMP"
082ESE041,5,"KING MIDAS"
082ESE041,6,"GRENOBLE"
082ESE042,1,"CITY OF PARIS (L.622)"
082ESE042,2,"LINCOLN (L.621)"
082ESE042,3,"NUMBER FOUR (L.791)"
082ESE042,4,"KING MIDAS"
082ESE042,5,"CENTRAL CAMP"
082ESE042,6,"WHITE'S CAMP"
082ESE042,7,"LEXINGTON"
082ESE043,1,"NO. 7 (L.623)"
082ESE043,2,"NUMBER SEVEN"
082ESE043,3,"WHITE'S CAMP"
082ESE043,4,"CENTRAL CAMP"
082ESE044,1,"RUBY (L.1333)"
082ESE044,2,"SMITH'S CAMP"
082ESE045,1,"SKOMAC"
082ESE045,2,"REPUBLIC (L.426)"
082ESE045,3,"NON SUCH (L.389)"
082ESE045,4,"LAST CHANCE (L.644)"
082ESE045,5,"HIDDEN TREASURE (L.1019)"
082ESE045,6,"COSMOPOLITAN (L.1680)"
082ESE045,7,"TIPPERARY"
082ESE045,8,"ML 430 (L.644)"
082ESE045,9,"ML 423 (L.389,426,1019,1680)"
082ESE045,10,"MAY MAC"
082ESE045,11,"ROBERT MINES"
082ESE045,12,"NONSUCH"
082ESE045,13,"NONESUCH"
082ESE045,14,"SMITH'S CAMP"
082ESE045,15,"GREENWOOD GOLD"
082ESE045,16,"BOUNDARY FALLS"
082ESE046,1,"SYLVESTER K (L.2385)"
082ESE046,2,"SYLVESTER K FR. (L.2386)"
082ESE046,3,"NEW YORK (L.901)"
082ESE046,4,"TIMER FR. (L.1705)"
082ESE046,5,"BELMONT FR. (L.1422)"
082ESE046,6,"CIMERON (L.980)"
082ESE046,7,"DISCOVERY"
082ESE046,8,"ML 100"
082ESE047,1,"ATHELSTAN (L.1065)"
082ESE047,2,"JACKPOT (L.2224)"
082ESE047,3,"ATHELSTAN-JACKPOT"
082ESE047,4,"ATHELSTAN FR. (L.1320)"
082ESE047,5,"JACKPOT FR. (L.3158)"
082ESE047,6,"BUTTE (L.1067)"
082ESE047,7,"WINDFALL (L.1210S)"
082ESE047,8,"WELLINGTON CAMP"
082ESE047,9,"IRON CLAD (L.1489)"
082ESE048,1,"GOLD BUG (L.890)"
082ESE048,2,"D.A. (L.824)"
082ESE048,3,"SUDBURY"
082ESE048,4,"D.A. FRACTION"
082ESE048,5,"DA"
082ESE048,6,"GOLD PICK FRACTION (L.1092)"
082ESE049,1,"AH THERE (L.1960)"
082ESE049,2,"GREYHOUND"
082ESE050,1,"GREYHOUND (L.1014)"
082ESE050,2,"MOTHER LODE"
082ESE051,1,"BUCKHORN (L.1107)"
082ESE051,2,"TAM O'SHANTER"
082ESE051,3,"GOTCHA"
082ESE051,4,"RAINBOW"
082ESE052,1,"MORRISON (L.654)"
082ESE052,2,"DEADWOOD CAMP"
082ESE052,3,"MOTHER LODE"
082ESE052,4,"BUD"
082ESE053,1,"BIG COPPER"
082ESE053,2,"COPPER MINE (L.456)"
082ESE053,3,"YUTACAN"
082ESE053,4,"COPPERAPAIS"
082ESE053,5,"ENTERPRISE (L.617)"
082ESE053,6,"COPPER CAMP"
082ESE053,7,"BLUE BIRD"
082ESE054,1,"KING SOLOMON (L.388)"
082ESE054,2,"COPPER QUEEN (L.387)"
082ESE054,3,"LAST CHANCE (L.660)"
082ESE054,4,"COPPER CAMP"
082ESE055,1,"DENTONIA"
082ESE055,2,"DENTONIA MINE"
082ESE055,3,"JEWEL MINE"
082ESE055,4,"JEWEL (L.850)"
082ESE055,5,"DENERO GRANDE (L.851)"
082ESE055,6,"ENTERPRISE (L.1022)"
082ESE055,7,"ANCHOR (L.1021)"
082ESE055,8,"ETHEOPEA"
082ESE056,1,"LAKE VIEW (L.1576)"
082ESE057,1,"HUMMINGBIRD (L.1369)"
082ESE057,2,"OK (L.1478)"
082ESE057,3,"HUMMINGBIRD FR. (L.1249)"
082ESE058,1,"STRAWBERRY (L.1765)"
082ESE059,1,"RATHMULLEN"
082ESE059,2,"MAPLE LEAF (L.1502)"
082ESE059,3,"SUMMIT CAMP"
082ESE060,1,"B.C. (L.882)"
082ESE060,2,"B.C. EHOLT MINE LTD"
082ESE060,3,"B.C. MINE"
082ESE060,4,"NOVELTY FR. (L.949)"
082ESE060,5,"B.C. FR. (L.464S)"
082ESE060,6,"MAY (L.1409)"
082ESE060,7,"DAISY FR. (L.948)"
082ESE060,8,"EHOLT"
082ESE060,9,"SUMMIT CAMP"
082ESE061,1,"IRON CREEK"
082ESE061,2,"JOY 4"
082ESE062,1,"EMMA (L.591)"
082ESE062,2,"MOUNTAIN ROSE (L.794)"
082ESE062,3,"EMMA BLUEBELL"
082ESE062,4,"BRAYFOGLE (L.1491)"
082ESE062,5,"JUMBO (L.592)"
082ESE062,6,"MINNIE MOORE (L.593)"
082ESE062,7,"BREY FOGLE"
082ESE062,8,"SUMMIT CAMP"
082ESE062,9,"BLUEBELL"
082ESE063,1,"ORO DENORO (L.692)"
082ESE063,2,"ORO DENERO"
082ESE063,3,"SUMMIT CAMP"
082ESE063,4,"BLUEBELL"
082ESE063,5,"BELL"
082ESE064,1,"R. BELL (L.1506)"
082ESE064,2,"CORDICK (L.625)"
082ESE064,3,"SUMMIT CAMP"
082ESE064,4,"PAC"
082ESE065,1,"NIAGARA (L.1356)"
082ESE066,1,"GATEWAY"
082ESE066,2,"MOONLIGHT (L.1528)"
082ESE066,3,"GOLDEN DAWN (L.1349)"
082ESE066,4,"ALAMEDA (L.2876)"
082ESE066,5,"DAN"
082ESE067,1,"O.K. (L.573S)"
082ESE067,2,"IVANHOE (L.574S)"
082ESE067,3,"OK"
082ESE067,4,"MONA (L.2841)"
082ESE067,5,"MEXICO (L.2867)"
082ESE067,6,"ROI"
082ESE067,7,"TRIPLE LAKE"
082ESE067,8,"KETTLE"
082ESE067,9,"CLEAVER"
082ESE068,1,"MOGUL (L.2857)"
082ESE068,2,"MONITOR (L.2858)"
082ESE068,3,"CLEAVER"
082ESE069,1,"SILVER DOLLAR (L.2842)"
082ESE069,2,"CLEAVER"
082ESE070,1,"ROCK CANDY"
082ESE070,2,"ROCK CANDY NO. 1 (L.1646S)"
082ESE070,3,"RABBITT (L.1647S)"
082ESE070,4,"PORTAL NO. 1 (L.1648S)"
082ESE070,5,"TADANAC (L.1649S)"
082ESE070,6,"FLUORSPAR (L.1650S)"
082ESE070,7,"DECIMAL FRACTION (1651S)"
082ESE070,8,"NELLIE NO. 1 (L.2396S)"
082ESE070,9,"ANNIE (L.2397S)"
082ESE070,10,"HYDRO NO. 1 (L.2616S)"
082ESE070,11,"COUGAR"
082ESE071,1,"VAL"
082ESE071,2,"SIL"
082ESE071,3,"MIKE"
082ESE071,4,"MINT"
082ESE072,1,"LUCKY JOHN"
082ESE072,2,"EXCHANGE"
082ESE072,3,"GLOVER"
082ESE072,4,"HEK"
082ESE072,5,"MAIN"
082ESE072,6,"EASTERN"
082ESE072,7,"GLOVER CREEK"
082ESE073,1,"VOLCANO (L.1476)"
082ESE073,2,"FANTANINE (L.1477)"
082ESE073,3,"VOLCANIC"
082ESE073,4,"BROWN'S CAMP"
082ESE074,1,"LITTLE BERTHA (L.959)"
082ESE074,2,"PATHFINDER"
082ESE075,1,"PATHFINDER (L.782)"
082ESE076,1,"NV"
082ESE076,2,"516622"
082ESE076,3,"GOAT MOUNTAIN"
082ESE077,1,"SAILOR BOY (L.1093)"
082ESE077,2,"SHICKSHOCK (L.992)"
082ESE077,3,"IKE"
082ESE078,1,"BUNKER HILL (L.1609)"
082ESE078,2,"SEATTLE"
082ESE078,3,"IKE"
082ESE078,4,"M.L. 360"
082ESE079,1,"GOLDEN EAGLE (L.1334)"
082ESE080,1,"JUDITTA"
082ESE080,2,"RICHMOND (L.2232)"
082ESE080,3,"PATHFINDER"
082ESE081,1,"MOTHER LODE (L.1508)"
082ESE081,2,"BURNT BASIN"
082ESE081,3,"AJAX (L.1509)"
082ESE081,4,"CONTACT"
082ESE082,1,"MOLLIE GIBSON (L.596 S)"
082ESE082,2,"IRISH NELLIE (L.595 S)"
082ESE082,3,"GRAY EAGLE (L.597 S)"
082ESE082,4,"MANCHURIA (L.598 S)"
082ESE082,5,"MOLLY GIBSON"
082ESE082,6,"MOLLIE GIBSON FR. (L.599 S)"
082ESE083,1,"INLAND EMPIRE (L.3880)"
082ESE083,2,"BERLIN (L.11157)"
082ESE083,3,"SAGINAW (L.3879)"
082ESE083,4,"SAGINAW FR. (L.3881)"
082ESE083,5,"PRIDE OF CASCADE"
082ESE083,6,"A AND G FR. (L.14469)"
082ESE083,7,"INLAND EMPIRE FR (L.11156)"
082ESE083,8,"WASHINGTON (L.11138)"
082ESE083,9,"HIDDEN HAND (L.11139)"
082ESE083,10,"GRANVILLE MOUNTAIN"
082ESE083,11,"BIG SHEEP CREEK"
082ESE083,12,"SHEEP CREEK"
082ESE084,1,"BERLIN (L.11157)"
082ESE084,2,"ALICE L (L.4321)"
082ESE084,3,"INLAND EMPIRE"
082ESE084,4,"INDEPENDENT (L.11136)"
082ESE084,5,"GLENDALE (L.11137)"
082ESE084,6,"GRANVILLE MOUNTAIN"
082ESE084,7,"BIG SHEEP CREEK"
082ESE084,8,"SHEEP CREEK"
082ESE085,1,"CASCADE (L.5000)"
082ESE085,2,"BONANZA NO. 3 (L.5003)"
082ESE085,3,"CASCADE-BONANZA"
082ESE085,4,"BONANZA NO. 2 (L.5718)"
082ESE085,5,"NEW BONANZA (L.5717)"
082ESE085,6,"OUR HOPE (L.5004)"
082ESE085,7,"CALIFORNIA (L.5001)"
082ESE085,8,"ROYAL KANGAROO (L.5002)"
082ESE085,9,"AMAZON"
082ESE085,10,"BIG SHEEP CREEK"
082ESE085,11,"SHEEP CREEK"
082ESE085,12,"GRANVILLE MOUNTAIN"
082ESE086,1,"ALBION NO. 2 (L.12489)"
082ESE086,2,"B.C. (L.13489)"
082ESE086,3,"U.S. (L.13490)"
082ESE086,4,"ALBION FR. (L.12491)"
082ESE086,5,"DUBROVNIK (L.5436)"
082ESE086,6,"DULUTH (L.12490)"
082ESE086,7,"GRANVILLE MOUNTAIN"
082ESE086,8,"BIG SHEEP CREEK"
082ESE086,9,"SHEEP CREEK"
082ESE087,1,"ENTERPRISE (L.14563)"
082ESE087,2,"HUCKLEBERRY (L.14564)"
082ESE087,3,"KING PETER (L.14566)"
082ESE087,4,"LUCKY PETER (L.14567)"
082ESE087,5,"CORBIN (L.14569)"
082ESE087,6,"NORWAY-STAR (L.14570)"
082ESE087,7,"EUREKA (L.14565)"
082ESE087,8,"CASTLETON (L.14571)"
082ESE087,9,"DIXIE"
082ESE087,10,"GRANVILLE MOUNTAIN"
082ESE087,11,"BIG SHEEP CREEK"
082ESE087,12,"SHEEP CREEK"
082ESE088,1,"CALEDONIA (L.1756)"
082ESE089,1,"VIKING HORDE"
082ESE089,2,"DEER"
082ESE089,3,"DEER 2"
082ESE089,4,"DEER PARK"
082ESE090,1,"COUGAR RIDGE"
082ESE090,2,"DEER"
082ESE090,3,"DEER 2"
082ESE090,4,"DEER PARK"
082ESE091,1,"CASTLE MOUNTAIN NICKEL"
082ESE091,2,"MASTADON (L.2384S)"
082ESE091,3,"MAMMOTH (L.2385S)"
082ESE091,4,"DOMINION (L.2386S)"
082ESE091,5,"PAN (L.2387S)"
082ESE091,6,"CANYON (L.2390S)"
082ESE091,7,"MASTODON"
082ESE091,8,"CHROMEX NICKEL"
082ESE092,1,"ZIP"
082ESE093,1,"ALMA (L.1039)"
082ESE093,2,"CANNONBALL (L.1036)"
082ESE093,3,"FFC"
082ESE094,1,"DOMINION 1"
082ESE094,2,"GOLDEN RIBBON"
082ESE095,1,"ELMORE (L.972)"
082ESE095,2,"SHAMROCK"
082ESE095,3,"FFC"
082ESE095,4,"ITALY"
082ESE095,5,"DANA"
082ESE095,6,"HOPE 1"
082ESE096,1,"TRAV"
082ESE097,1,"FIFE"
082ESE097,2,"FIFE (L.1185S)"
082ESE097,3,"THREE BELLS (L.1182S)"
082ESE097,4,"BEN HUR (L.1183S)"
082ESE097,5,"DYKEHEAD NO. 2 (L.1184S)"
082ESE097,6,"BIG CHIEF (L.962)"
082ESE097,7,"DEMPSTER FR. (L.1186S)"
082ESE097,8,"GOLDEN GOOSE"
082ESE098,1,"MANITOU (L.1753)"
082ESE098,2,"EVE BELL"
082ESE098,3,"BURNT BASIN"
082ESE099,1,"HALIFAX (L.3042)"
082ESE099,2,"BURNT BASIN"
082ESE099,3,"JENNY LIND (L.3043)"
082ESE099,4,"GOLDEN AGE (L.3044)"
082ESE099,5,"HAVANA (L.2131)"
082ESE099,6,"ENNISMORE (L.2595)"
082ESE099,7,"ARLINGTON (L.2596)"
082ESE100,1,"LARRY"
082ESE100,2,"NORTHEAST ZONE"
082ESE100,3,"NORTH CENTRAL ZONE"
082ESE101,1,"JOHN BULL (L.2051)"
082ESE101,2,"GOLDEN CROWN"
082ESE101,3,"SPRUCE"
082ESE101,4,"BURGIN"
082ESE101,5,"BONANZA"
082ESE102,1,"BURNT BASIN (L.1136)"
082ESE102,2,"AJAX (L.1509)"
082ESE102,3,"INTERNATIONAL (L.2873)"
082ESE103,1,"ALDEEN (L.1749)"
082ESE103,2,"TUNNEL (L.1750)"
082ESE103,3,"KITTIE (L.1748)"
082ESE103,4,"UNEXPECTED (L.2581)"
082ESE104,1,"RUSTY"
082ESE105,1,"MOUNTAIN CHIEF (L.2393)"
082ESE105,2,"MORNING GLORY"
082ESE105,3,"SUNSET"
082ESE105,4,"CALGARY"
082ESE105,5,"MORNING GLORY FR."
082ESE105,6,"REN"
082ESE105,7,"BULLDOG"
082ESE105,8,"NORTH WEST SILVER"
082ESE105,9,"RENATA GOLD"
082ESE105,10,"KING"
082ESE105,11,"CLIFF"
082ESE105,12,"PEGGY"
082ESE105,13,"RICKWARD"
082ESE106,1,"MINNIE MOORE"
082ESE107,1,"FALLS 1-2"
082ESE108,1,"SILVER QUEEN (L.1316S)"
082ESE108,2,"SILVER KING (L.1317S)"
082ESE108,3,"COPPER KING (L.1319S)"
082ESE108,4,"B.C. (L.1318S)"
082ESE108,5,"U.S. (L.1320S)"
082ESE108,6,"BLACK BEAR (L.2597S)"
082ESE108,7,"TRIPOLI (L.1613S)"
082ESE109,1,"BARNATO (L.2848)"
082ESE109,2,"YORKSHIRE LASS (L.3024)"
082ESE109,3,"BARNATO FR. (L.2865)"
082ESE109,4,"KETTLE"
082ESE109,5,"PAN"
082ESE109,6,"CLEAVER"
082ESE109,7,"WARD"
082ESE110,1,"MAPLE LEAF"
082ESE111,1,"MONTANA (L.2640)"
082ESE111,2,"MULDOON (L.2639)"
082ESE111,3,"COLORADO (L.2641)"
082ESE111,4,"IDAHO (L.2642)"
082ESE111,5,"GUTS"
082ESE111,6,"CANYON CREEK"
082ESE112,1,"SPOTTED HORSE (L.887)"
082ESE112,2,"SILVER CHARM"
082ESE113,1,"IMPERIAL"
082ESE113,2,"EMLINE (L.1081S)"
082ESE113,3,"BADGER"
082ESE113,4,"STEEVES GROUP"
082ESE113,5,"EMMALINE"
082ESE114,1,"RIVERSIDE (L.1031) (M-415)"
082ESE114,2,"H.R. (L.1033)"
082ESE114,3,"RIVERSIDE NO.2 FR. (L.2605 S)"
082ESE115,1,"COMMONWEALTH (L.1029)"
082ESE115,2,"BIG EDDY (L.1030)"
082ESE116,1,"WILD ROSE"
082ESE116,2,"GOLCONDA FR. (L.2149)"
082ESE116,3,"CLEVELAND (L.2150)"
082ESE116,4,"WILD ROSE FR. (L.1387)"
082ESE116,5,"GOLD BED (L.1388)"
082ESE116,6,"ACE"
082ESE116,7,"BELL"
082ESE116,8,"LAOCOON (L.2147)"
082ESE116,9,"YORK (L.1385)"
082ESE116,10,"YORK FR. (L.2148)"
082ESE116,11,"WILDROSE"
082ESE116,12,"TAM O'SHANTER"
082ESE116,13,"DEADWOOD GOLD"
082ESE116,14,"DEADWOOD SILVER"
082ESE116,15,"SALAMANCA (L.2902)"
082ESE117,1,"CROWN"
082ESE117,2,"CROWN II"
082ESE117,3,"WENDY"
082ESE118,1,"PEN"
082ESE118,2,"WHALES"
082ESE119,1,"TEXAS (L.662)"
082ESE119,2,"GRANADA (L.869)"
082ESE119,3,"MIDWAY"
082ESE119,4,"G-TO"
082ESE119,5,"BORNITE"
082ESE119,6,"J"
082ESE119,7,"GRAHAM CAMP"
082ESE119,8,"POTTER-PALMER"
082ESE120,1,"GEM (L.697)"
082ESE120,2,"DEADWOOD CAMP"
082ESE120,3,"MOTHER LODE"
082ESE121,1,"TONEY (L.1907)"
082ESE121,2,"VEN"
082ESE121,3,"GOTCHA"
082ESE122,1,"CYCLOPS (L.1244)"
082ESE122,2,"SILVER CHIEF FR."
082ESE122,3,"CHIEF FR."
082ESE122,4,"LANCASHIRE LASS (L.1687)"
082ESE122,5,"BLACK BESS (L. 1689)"
082ESE122,6,"MATTIE DAVIS (L.795)"
082ESE122,7,"SUMMIT CAMP"
082ESE123,1,"CROESUS (L.866)"
082ESE123,2,"JOHANNESBERG (L.2072)"
082ESE123,3,"JOHANNESBURG"
082ESE123,4,"FAB 4-6"
082ESE124,1,"LEXICON (L.3303)"
082ESE125,1,"RODERICK DHU (L.598)"
082ESE126,1,"AMANDY (L.2795)"
082ESE126,2,"AMANDA"
082ESE127,1,"LADY OF THE LAKE (L.1171)"
082ESE127,2,"ELECTRIC"
082ESE127,3,"SKIPPER"
082ESE128,1,"MIDWAY MINE"
082ESE128,2,"NANCY"
082ESE129,1,"GARNET"
082ESE129,2,"HERB"
082ESE129,3,"MOLY"
082ESE130,1,"TAM O'SHANTER (L.2405)"
082ESE130,2,"BENGAL (L.2375)"
082ESE130,3,"RAINBOW"
082ESE130,4,"IVA LENORE"
082ESE130,5,"GOTCHA"
082ESE130,6,"SINTER"
082ESE130,7,"SHANTER"
082ESE131,1,"BULLER (L.3242)"
082ESE131,2,"HOMESTAKE (L.3167)"
082ESE131,3,"ALPHA (L.3174)"
082ESE131,4,"EAGLE (L.577)"
082ESE131,5,"MAY QUEEN (L.435S)"
082ESE131,6,"CRESCENT (L.3383)"
082ESE131,7,"THE LAYOVER (L.434S)"
082ESE131,8,"CONNECTION (L.954S)"
082ESE131,9,"MURTLE FR. (L.3019)"
082ESE132,1,"STAN"
082ESE132,2,"ROCKLAND (L.1493)"
082ESE133,1,"HOP"
082ESE133,2,"LEE"
082ESE133,3,"BAR"
082ESE134,1,"POPPY"
082ESE134,2,"JR"
082ESE135,1,"ELKHORN FR. (L.297S)"
082ESE135,2,"ELKHORN FRACTION"
082ESE136,1,"VAN"
082ESE136,2,"BURR"
082ESE136,3,"BURRELL"
082ESE137,1,"PBE 71 AND 73"
082ESE138,1,"PBE 68"
082ESE138,2,"PBE 14"
082ESE139,1,"PBE 66"
082ESE139,2,"U2"
082ESE140,1,"PBE 64"
082ESE141,1,"PBE 31 AND 32"
082ESE142,1,"SD 7"
082ESE142,2,"RADAR"
082ESE142,3,"NO. 2"
082ESE143,1,"SD 18 AND 20"
082ESE143,2,"RADAR 4"
082ESE143,3,"NO. 1"
082ESE144,1,"SD 37"
082ESE145,1,"SD 41"
082ESE146,1,"IKE 22"
082ESE146,2,"SEATTLE"
082ESE147,1,"SAPPHO (L.2039)"
082ESE147,2,"CABIN"
082ESE147,3,"PT"
082ESE148,1,"BAT"
